0	-27.17157287525381	-26.282359559923485
1	-27.17157287525381	-26.73851553399162
2	-27.55051025721682	-27.190519744351956
3	-27.55051025721682	-27.19602854700343
4	-27.55051025721682	-27.22016230707137
5	-27.55051025721682	-27.22016230707137
6	-27.55051025721682	-27.22016230707137
7	-27.55051025721682	-27.22016230707137
8	-27.55051025721682	-27.23282712164135
9	-27.55051025721682	-27.23282712164135
10	-27.55051025721682	-27.23282712164135
11	-27.55051025721682	-27.23530404454088
12	-27.55051025721682	-27.23530404454088
13	-27.55051025721682	-27.24081284719236
14	-27.55051025721682	-27.24081284719236
15	-27.55051025721682	-27.24081284719236
16	-27.55051025721682	-27.24081284719236
17	-27.55051025721682	-27.24081284719236
18	-27.55051025721682	-27.24081284719236
19	-27.55051025721682	-27.249422724675423
20	-27.55051025721682	-27.258032602158487
21	-27.55051025721682	-27.258032602158487
22	-27.55051025721682	-27.258032602158487
23	-27.55051025721682	-27.258032602158487
24	-27.55051025721682	-27.258032602158487
25	-27.55051025721682	-27.258032602158487
26	-27.55051025721682	-27.258032602158487
27	-27.751543739461326	-27.287031145368864
28	-27.751543739461326	-27.287031145368864
29	-27.751543739461326	-27.287031145368864
30	-27.751543739461326	-27.287031145368864
31	-27.751543739461326	-27.287031145368864
32	-27.751543739461326	-27.287031145368864
33	-27.751543739461326	-27.287031145368864
34	-27.751543739461326	-27.287031145368864
35	-27.751543739461326	-27.287031145368864
36	-27.751543739461326	-27.305412309437564
37	-27.751543739461326	-27.315600201108015
38	-27.839753100530714	-27.340399334888794
39	-27.839753100530714	-27.36829954350116
40	-27.839753100530714	-27.36829954350116
41	-27.839753100530714	-27.36829954350116
42	-27.839753100530714	-27.36829954350116
43	-27.839753100530714	-27.374811095175556
44	-27.839753100530714	-27.374811095175556
45	-27.839753100530714	-27.374811095175556
46	-27.839753100530714	-27.388756963573048
47	-27.839753100530714	-27.388756963573048
48	-27.839753100530714	-27.388756963573048
49	-27.839753100530714	-27.388756963573048
50	-27.839753100530714	-27.388756963573048
51	-27.839753100530714	-27.388756963573048
52	-27.839753100530714	-27.388756963573048
53	-27.839753100530714	-27.388756963573048
54	-27.839753100530714	-27.388756963573048
55	-27.839753100530714	-27.388756963573048
56	-27.839753100530714	-27.388756963573048
57	-27.839753100530714	-27.402139297942153
58	-27.839753100530714	-27.402139297942153
59	-27.839753100530714	-27.402139297942153
60	-27.839753100530714	-27.402139297942153
61	-27.839753100530714	-27.453461955686144
62	-27.839753100530714	-27.453461955686144
63	-27.839753100530714	-27.47978575667305
64	-27.839753100530714	-27.49208485653859
65	-27.839753100530714	-27.49208485653859
66	-27.839753100530714	-27.49208485653859
67	-27.839753100530714	-27.500142413874993
68	-27.839753100530714	-27.500142413874993
69	-27.839753100530714	-27.500142413874993
70	-27.839753100530714	-27.500142413874993
71	-27.839753100530714	-27.500142413874993
72	-27.839753100530714	-27.500142413874993
73	-27.839753100530714	-27.501739635224318
74	-27.839753100530714	-27.501739635224318
75	-27.839753100530714	-27.52012079929302
76	-27.839753100530714	-27.525121799993677
77	-27.839753100530714	-27.525121799993677
78	-27.839753100530714	-27.525121799993677
79	-27.839753100530714	-27.53517347410591
80	-27.839753100530714	-27.53958394215938
81	-27.839753100530714	-27.53958394215938
82	-28.129171306613028	-27.554620557492946
83	-28.129171306613028	-27.57865042060545
84	-28.129171306613028	-27.57865042060545
85	-28.129171306613028	-27.617330902751565
86	-28.129171306613028	-27.636785573800534
87	-28.129171306613028	-27.64309831381737
88	-28.129171306613028	-27.648526630988194
89	-28.129171306613028	-27.648526630988194
90	-28.129171306613028	-27.699607403868594
91	-28.129171306613028	-27.71798856793729
92	-28.129171306613028	-27.71798856793729
93	-28.129171306613028	-27.72804024204952
94	-28.129171306613028	-27.747503384915877
95	-28.129171306613028	-27.747503384915877
96	-28.129171306613028	-27.747503384915877
97	-28.129171306613028	-27.747503384915877
98	-28.129171306613028	-27.747503384915877
99	-28.129171306613028	-27.747503384915877
